Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
40220874,09/07/2018 12:00:00 AM,09/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11358,170-20 CROCHERON AVENUE,CROCHERON AVENUE,170 STREET,171 STREET,,,ADDRESS,Flushing,,N/A,Closed,10/07/2018 07:04:33 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/20/2018 12:00:00 AM,07 QUEENS,4053017501,QUEENS,1040810,217255,PHONE,Unspecified,QUEENS,,,,,,,,40.76281030777835,-73.79582652878037,"(40.76281030777835, -73.79582652878037)"
40221040,09/07/2018 10:04:24 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11224,2741 WEST 16 STREET,WEST 16 STREET,HART PLACE,NEPTUNE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,10/07/2018 10:04:24 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 10:10:25 AM,13 BROOKLYN,3069960025,BROOKLYN,988578,150753,PHONE,Unspecified,BROOKLYN,,,,,,,,40.58045715934516,-73.98441921354936,"(40.58045715934516, -73.98441921354936)"
40221083,09/07/2018 12:00:00 AM,10/11/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10303,1841 FOREST AVENUE,FOREST AVENUE,MORNINGSTAR ROAD,SANDERS STREET,,,ADDRESS,STATEN ISLAND,,N/A,Closed,10/07/2018 08:30:18 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/11/2018 12:00:00 AM,01 STATEN ISLAND,5011820045,STATEN ISLAND,942604,167114,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.625267943729135,-74.15002620081083,"(40.625267943729135, -74.15002620081083)"
40222362,09/07/2018 11:30:58 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10031,511 WEST 147 STREET,WEST 147 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Pending,10/07/2018 11:30:58 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 11:33:35 AM,09 MANHATTAN,1020790023,MANHATTAN,998846,240505,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82679411875166,-73.94725991696063,"(40.82679411875166, -73.94725991696063)"
40222549,09/07/2018 09:12:03 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10469,1346 WARING AVENUE,WARING AVENUE,,,,,LATLONG,BRONX,,N/A,Pending,10/07/2018 09:12:03 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 09:14:52 PM,11 BRONX,,BRONX,1026425,252927,MOBILE,Unspecified,BRONX,,,,,,,,40.86080018650929,-73.84753005320516,"(40.86080018650929, -73.84753005320516)"
40222816,09/07/2018 12:00:00 AM,09/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11213,981 PARK PLACE,PARK PLACE,NEW YORK AVENUE,BROOKLYN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/07/2018 08:12:14 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/20/2018 12:00:00 AM,08 BROOKLYN,3012350050,BROOKLYN,999403,184535,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67316972853936,-73.94537341343676,"(40.67316972853936, -73.94537341343676)"
40222950,09/07/2018 07:40:35 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11418,87-61 111 STREET,111 STREET,,,,,LATLONG,RICHMOND HILL,,N/A,Pending,10/07/2018 07:40:35 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 07:42:49 AM,09 QUEENS,,QUEENS,1029716,192632,MOBILE,Unspecified,QUEENS,,,,,,,,40.69529032299451,-73.83604053985958,"(40.69529032299451, -73.83604053985958)"
40223130,09/07/2018 07:37:26 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11236,,,,,ROCKAWAY PARKWAY,BELT PARKWAY,INTERSECTION,BROOKLYN,,N/A,Pending,10/07/2018 07:37:26 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 07:50:46 PM,18 BROOKLYN,,BROOKLYN,1015794,169122,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63082120576451,-73.8863559698378,"(40.63082120576451, -73.8863559698378)"
40489390,10/09/2018 12:00:00 AM,10/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10451,109 EAST  153 STREET,EAST  153 STREET,RIVER AVENUE,GERARD AVENUE,,,ADDRESS,BRONX,,N/A,Closed,11/08/2018 12:37:07 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/12/2018 12:00:00 AM,04 BRONX,2024820001,BRONX,1004168,239466,PHONE,Unspecified,BRONX,,,,,,,,40.823931962072784,-73.92803289633304,"(40.823931962072784, -73.92803289633304)"
40489393,10/08/2018 12:00:00 AM,10/15/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10453,1901 LORING PLACE SOUTH,LORING PLACE SOUTH,,,,,LATLONG,BRONX,,N/A,Closed,11/07/2018 07:36:58 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/15/2018 12:00:00 AM,Unspecified BRONX,,BRONX,1007817,250522,MOBILE,Unspecified,BRONX,,,,,,,,40.854268471059086,-73.9148096000795,"(40.854268471059086, -73.9148096000795)"
40227495,09/08/2018 12:00:00 AM,10/11/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10302,387 PORT RICHMOND AVENUE,PORT RICHMOND AVENUE,HATFIELD PLACE,CLINTON PLACE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,10/08/2018 09:56:50 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/11/2018 12:00:00 AM,01 STATEN ISLAND,5010460005,STATEN ISLAND,946131,169767,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.63256573882445,-74.13733548654827,"(40.63256573882445, -74.13733548654827)"
40493775,10/08/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10002,577 GRAND STREET,GRAND STREET,MADISON STREET,FDR DRIVE EXIT 4 SOUTHBOUND,,,ADDRESS,NEW YORK,,N/A,Assigned,11/07/2018 08:18:58 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/08/2018 08:30:35 AM,03 MANHATTAN,1002630008,MANHATTAN,990050,199294,PHONE,Unspecified,MANHATTAN,,,,,,,,40.713690835142444,-73.97907828166177,"(40.713690835142444, -73.97907828166177)"
40493840,10/08/2018 12:00:00 AM,10/10/2018 03:13:15 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10473,2025 SEWARD AVENUE,SEWARD AVENUE,,,,,LATLONG,BRONX,,N/A,Closed,11/07/2018 09:27:25 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 03:13:15 PM,Unspecified BRONX,,BRONX,1024726,238299,MOBILE,Unspecified,BRONX,,,,,,,,40.820658600450045,-73.85376050672144,"(40.820658600450045, -73.85376050672144)"
40232153,09/09/2018 12:00:00 AM,09/21/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11221,680 MONROE STREET,MONROE STREET,,,,,LATLONG,BROOKLYN,,N/A,Closed,10/09/2018 06:04:55 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/21/2018 12:00:00 AM,Unspecified BROOKLYN,,BROOKLYN,1003744,189832,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68770029203388,-73.92970878515047,"(40.68770029203388, -73.92970878515047)"
40497665,10/09/2018 12:00:00 AM,10/15/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Parking Lot/Garage,10128,1830 FIRST AVENUE,FIRST AVENUE,,,,,LATLONG,NEW YORK,,N/A,Closed,11/08/2018 01:24:08 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/15/2018 12:00:00 AM,Unspecified MANHATTAN,,MANHATTAN,999476,224045,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.78161488999777,-73.94502085199875,"(40.78161488999777, -73.94502085199875)"
40497666,10/09/2018 12:00:00 AM,10/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10468,2848 WEBB AVENUE,WEBB AVENUE,WEST 197 STREET,RESERVOIR AVENUE,,,ADDRESS,BRONX,,N/A,Closed,11/08/2018 01:24:46 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/12/2018 12:00:00 AM,08 BRONX,2032500065,BRONX,1011722,257429,ONLINE,Unspecified,BRONX,,,,,,,,40.873214797203026,-73.90066543667618,"(40.873214797203026, -73.90066543667618)"
40501343,10/09/2018 12:00:00 AM,10/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11412,191-47 114 DRIVE,114 DRIVE,FARMERS BOULEVARD,194 STREET,,,ADDRESS,Saint Albans,,N/A,Closed,11/08/2018 12:19:59 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/12/2018 12:00:00 AM,12 QUEENS,4110080030,QUEENS,1050401,193207,PHONE,Unspecified,QUEENS,,,,,,,,40.69673811577188,-73.76144097018195,"(40.69673811577188, -73.76144097018195)"
40504365,10/09/2018 12:00:00 AM,10/09/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10451,485 GRAND CONCOURSE,GRAND CONCOURSE,,,,,LATLONG,BRONX,,N/A,Closed,11/08/2018 10:12:07 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/09/2018 10:15:37 AM,Unspecified BRONX,,BRONX,1004283,237449,MOBILE,Unspecified,BRONX,,,,,,,,40.8183956086137,-73.92762340352729,"(40.8183956086137, -73.92762340352729)"
40508057,10/10/2018 12:00:00 AM,10/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11205,917 BEDFORD AVENUE,BEDFORD AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Closed,11/09/2018 10:52:22 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/12/2018 12:00:00 AM,Unspecified BROOKLYN,,BROOKLYN,996615,191585,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.692524703397964,-73.95541121858696,"(40.692524703397964, -73.95541121858696)"
40508152,10/10/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11220,5310 4 AVENUE,4 AVENUE,53 STREET,54 STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,11/09/2018 01:46:37 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 01:49:56 PM,07 BROOKLYN,3008140041,BROOKLYN,980237,174148,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64467175736437,-74.01446069094851,"(40.64467175736437, -74.01446069094851)"
40508153,10/10/2018 12:00:00 AM,10/16/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10029,1761 3 AVENUE,3 AVENUE,EAST 97 STREET,EAST 98 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,11/09/2018 03:29:25 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/16/2018 12:00:00 AM,11 MANHATTAN,1016470001,MANHATTAN,998477,225691,PHONE,Unspecified,MANHATTAN,,,,,,,,40.786134385666685,-73.94862462715466,"(40.786134385666685, -73.94862462715466)"
40511985,10/10/2018 12:00:00 AM,09/26/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11104,50-54 39 PLACE,39 PLACE,,,,,LATLONG,SUNNYSIDE,,N/A,Pending,11/09/2018 02:45:48 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 02:50:25 PM,Unspecified QUEENS,,QUEENS,1004494,207664,MOBILE,Unspecified,QUEENS,,,,,,,,40.736643185534405,-73.92695082623827,"(40.736643185534405, -73.92695082623827)"
40511986,10/10/2018 12:00:00 AM,07/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11354,37-33 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,37 AVENUE,39 AVENUE,,,ADDRESS,Flushing,,N/A,Pending,11/09/2018 06:08:13 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 06:11:32 PM,07 QUEENS,4049720001,QUEENS,1030003,216223,ONLINE,Unspecified,QUEENS,,,,,,,,40.760040270585606,-73.83484516599584,"(40.760040270585606, -73.83484516599584)"
40511984,10/10/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11236,1054 E 81ST ST,E 81ST ST,,,,,LATLONG,BROOKLYN,,N/A,Assigned,11/09/2018 07:45:02 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 07:47:43 PM,Unspecified BROOKLYN,,BROOKLYN,1009280,170031,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.633337017967136,-73.90982066277343,"(40.633337017967136, -73.90982066277343)"
40438735,10/02/2018 12:00:00 AM,10/03/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10455,582 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,EAST 149 STREET,AVENUE ST JOHN,,,ADDRESS,BRONX,,N/A,Closed,11/01/2018 11:10:44 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/03/2018 12:00:00 AM,02 BRONX,2026030020,BRONX,1011160,235311,PHONE,Unspecified,BRONX,,,,,,,,40.81250912805288,-73.90278629631473,"(40.81250912805288, -73.90278629631473)"
40444145,10/02/2018 12:00:00 AM,10/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11422,259-22 147 AVENUE,147 AVENUE,,,,,LATLONG,ROSEDALE,,N/A,Closed,11/01/2018 02:53:52 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/04/2018 12:00:00 AM,Unspecified QUEENS,,QUEENS,1059526,178807,MOBILE,Unspecified,QUEENS,,,,,,,,40.657140643502665,-73.72869470069702,"(40.657140643502665, -73.72869470069702)"
40263264,09/12/2018 12:00:00 AM,09/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11222,125 MCGUINNESS BOULEVARD,MCGUINNESS BOULEVARD,NORMAN AVENUE,MESEROLE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/12/2018 11:08:15 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/20/2018 12:00:00 AM,01 BROOKLYN,3026220025,BROOKLYN,998266,204083,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.7268262830038,-73.94943161765929,"(40.7268262830038, -73.94943161765929)"
